"ID","Date","Miles","Litres","Price Ltr","Vehicle"
2,"06/09/2010 00:00:00",6.0475000000000000e+04,4.3899999999999999e+01,1.1390,"Audi"
3,"25/09/2010 00:00:00",6.0979000000000000e+04,5.0920000000000002e+01,1.1690,"Audi"
4,"06/11/2010 00:00:00",6.2013000000000000e+04,9.4319999999999993e+01,1.2090,"Audi"
5,"14/11/2010 00:00:00",6.2336000000000000e+04,2.9690000000000001e+01,1.1990,"Audi"
6,"20/11/2010 00:00:00",6.2600000000000000e+04,2.3460000000000001e+01,1.1990,"Audi"
7,"16/12/2010 00:00:00",6.2986000000000000e+04,3.9259999999999998e+01,1.2490,"Audi"
8,"02/01/2011 00:00:00",6.3143000000000000e+04,1.8309999999999999e+01,1.2890,"Audi"
9,"28/01/2011 00:00:00",6.3550000000000000e+04,3.7729999999999997e+01,1.3190,"Audi"
10,"15/02/2011 00:00:00",6.3996000000000000e+04,4.2149999999999999e+01,1.3090,"Audi"
11,"23/02/2011 00:00:00",6.4180000000000000e+04,1.8210000000000001e+01,1.3190,"Audi"
12,"05/03/2011 00:00:00",6.4528000000000000e+04,3.2460000000000001e+01,1.3190,"Audi"
13,"20/03/2011 00:00:00",6.4993000000000000e+04,4.1530000000000001e+01,1.3790,"Audi"
14,"06/04/2011 00:00:00",6.5314000000000000e+04,2.8480000000000000e+01,1.3590,"Audi"
15,"01/05/2011 00:00:00",6.5735000000000000e+04,4.3229999999999997e+01,1.3990,"Audi"
16,"27/05/2011 00:00:00",6.6259000000000000e+04,4.8180000000000000e+01,1.3590,"Audi"
17,"26/06/2011 00:00:00",6.6913000000000000e+04,6.0039999999999999e+01,1.3390,"Audi"
18,"06/07/2011 00:00:00",6.7236000000000000e+04,2.7530000000000001e+01,1.3390,"Audi"
19,"31/07/2011 00:00:00",6.7919000000000000e+04,6.2149999999999999e+01,1.3890,"Audi"
20,"17/08/2011 00:00:00",6.8358000000000000e+04,5.7140000000000001e+01,1.3690,"Audi"
21,"10/09/2011 00:00:00",6.8854000000000000e+04,4.8719999999999999e+01,1.3690,"Audi"
22,"02/10/2011 00:00:00",6.9475000000000000e+04,4.5820000000000000e+01,1.3690,"Audi"
23,"21/10/2011 00:00:00",6.9825000000000000e+04,4.5289999999999999e+01,1.3690,"Audi"
24,"07/12/2011 00:00:00",7.0381000000000000e+04,5.2229999999999997e+01,1.3890,"Audi"
25,"21/12/2011 00:00:00",7.0917000000000000e+04,4.3509999999999998e+01,1.3790,"Audi"
26,"29/01/2012 00:00:00",7.1760000000000000e+04,8.9290000000000006e+01,1.3990,"Audi"
27,"19/02/2012 00:00:00",7.2217000000000000e+04,5.1700000000000003e+01,1.3990,"Audi"
28,"18/03/2012 00:00:00",7.2673000000000000e+04,4.4219999999999999e+01,1.4390,"Audi"
